uid;civilite;nom;prenom;fonction;telephone;mail;etage;uoAffectation;codeImmeubleEmplacementCollaborateur;region;codeRegion;niveauTerritoire;codeTerritoire;niveauEntite;codeEntite;niveauAgence;codeAgence;localisationCollaborateur;pj;aMigrer
233059;Mme;nom_119;Prenom_119;CHARGE D'AFFAIRES ENTREPRISE NAE;05 61 11 14 80;nom_119.Prenom_119@bnpparibas.com;0;13150955;100853;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;77 RUE DU MARECHAL FOCH 65000 TARBES;cs;OUI
225714;M.;nom_120;Prenom_120;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 23;nom_120.Prenom_120@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
607345;Mme;nom_121;Prenom_121;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 10;nom_121.Prenom_121@bnpparibas.com;0;13151613;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
624462;Mme;nom_122;Prenom_122;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 60;nom_122.Prenom_122@bnpparibas.com;0;13151614;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 2 SUD-OUEST ENTREPRISES;02497Z93;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
608165;M.;nom_123;Prenom_123;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 13;nom_123.Prenom_123@bnpparibas.com;0;13151614;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 2 SUD-OUEST ENTREPRISES;02497Z93;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
138596;M.;nom_124;Prenom_124;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 08;nom_124.Prenom_124@bnpparibas.com;0;13151613;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
183584;M.;nom_125;Prenom_125;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 39;nom_125.Prenom_125@bnpparibas.com;0;13150959;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;MAITRISE DES RISQUES CAF SUD-OUEST ENTREPRISES;02497Z94;MAITRISE DES RISQUES CAF SUD-OUEST ENTREPRISES;02497Z94;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
118887;Mme;nom_126;Prenom_126;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 14;nom_126.Prenom_126@bnpparibas.com;0;13151614;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 2 SUD-OUEST ENTREPRISES;02497Z93;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
113797;Mme;nom_127;Prenom_127;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 15;nom_127.Prenom_127@bnpparibas.com;0;13151614;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 2 SUD-OUEST ENTREPRISES;02497Z93;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
114564;Mme;nom_128;Prenom_128;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 61;nom_128.Prenom_128@bnpparibas.com;0;13151614;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 2 SUD-OUEST ENTREPRISES;02497Z93;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
185086;Mme;nom_129;Prenom_129;CHARGE D'AFFAIRES ENTREPRISE NAE;05 65 73 62 88;nom_129.Prenom_129@bnpparibas.com;1;13151613;121394;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;LE VINCI II BAT C 2 AVENUE Jean MONNET 12000 RODEZ;cs;OUI
387407;Mme;nom_130;Prenom_130;CHARGE D'AFFAIRES ENTREPRISE NAE;05 34 44 53 16;nom_130.Prenom_130@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
487533;Mme;nom_131;Prenom_131;CHARGE D'AFFAIRES IMMOBILIER;05 34 44 53 45;nom_131.Prenom_131@bnpparibas.com;0;13151613;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
630446;Mme;nom_132;Prenom_132;CHARGE D'AFFAIRES IMMOBILIER;05 34 44 53 05;nom_132.Prenom_132@bnpparibas.com;0;13151613;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
114615;M.;nom_133;Prenom_133;CHARGE D'AFFAIRES IMMOBILIER;04 67 13 94 18;nom_133.Prenom_133@bnpparibas.com;0;13151613;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
276575;Mme;nom_134;Prenom_134;CHARGE D'AFFAIRES INSTITUTIONS ET ASSOCIATIONS;05 34 44 53 12;nom_134.Prenom_134@bnpparibas.com;0;13151613;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF 1 SUD-OUEST ENTREPRISES;02497Z97;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
204260;Mme;nom_135;Prenom_135;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 22;nom_135.Prenom_135@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
232392;Mme;nom_136;Prenom_136;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 52;nom_136.Prenom_136@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
290800;Mme;nom_137;Prenom_137;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 24;nom_137.Prenom_137@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
a96509;M.;nom_138;Prenom_138;CHARGE DE RELATION CLIENT ENTREPRISES;0 5 34 44 53 28;nom_138.Prenom_138@bnpparibas.com;0;13150955;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
327107;M.;nom_139;Prenom_139;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 21;nom_139.Prenom_139@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
327528;Mme;nom_140;Prenom_140;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 32;nom_140.Prenom_140@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
c38721;Mme;nom_141;Prenom_141;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 26;nom_141.Prenom_141@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
d02589;Mme;nom_142;Prenom_142;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 00 ;nom_142.Prenom_142@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
616617;Mme;nom_143;Prenom_143;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 68;nom_143.Prenom_143@bnpparibas.com;0;13150955;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
124837;Mme;nom_144;Prenom_144;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 33;nom_144.Prenom_144@bnpparibas.com;0;13150957;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;APPUI COMMERCIAL CAF SUD-OUEST ENTREPRISES;02497Z96;APPUI COMMERCIAL CAF SUD-OUEST ENTREPRISES;02497Z96;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
132889;Mme;nom_145;Prenom_145;CHARGE DE RELATION CLIENT ENTREPRISES;05 61 11 13 88;nom_145.Prenom_145@bnpparibas.com;0;13150955;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
204514;M.;nom_146;Prenom_146;CHARGE DE RELATION CLIENT ENTREPRISES;05 61 11 14 59;nom_146.Prenom_146@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
204200;Mme;nom_147;Prenom_147;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 87;nom_147.Prenom_147@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
110380;Mme;nom_148;Prenom_148;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 69;nom_148.Prenom_148@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
241223;M.;nom_149;Prenom_149;CHARGE DE RELATION CLIENT ENTREPRISES;05 34 44 53 44;nom_149.Prenom_149@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
332752;M.;nom_150;Prenom_150;CHARGE DE RELATION CLIENT ENTREPRISES;05 61 11 13 77;nom_150.Prenom_150@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
211238;Mme;nom_151;Prenom_151;CONSEIL EN BANQUE PRIVEE ACTIONNAIRES DIRIGEANTS;05 61 11 13 65;nom_151.Prenom_151@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
182388;Mme;nom_152;Prenom_152;CONSEIL EN BANQUE PRIVEE ACTIONNAIRES DIRIGEANTS;05 61 11 13 53;nom_152.Prenom_152@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
213829;Mme;nom_153;Prenom_153;CONSEIL EN BANQUE PRIVEE ACTIONNAIRES DIRIGEANTS;05 61 11 13 64;nom_153.Prenom_153@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
244402;M.;nom_154;Prenom_154;DIRECTEUR DE GROUPE ENTREPRISES;05 34 44 53 01;nom_154.Prenom_154@bnpparibas.com;0;13150954;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;PILOTAGE CAF SUD-OUEST ENTREPRISES;02497Z99;PILOTAGE CAF SUD-OUEST ENTREPRISES;02497Z99;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
b85802;M.;nom_155;Prenom_155;ERE - CHARGE D'AFFAIRES ENTREPRISES;05 61 11 56 79;nom_155.Prenom_155@bnpparibas.com;0;;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;;;;;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
148705;M.;nom_156;Prenom_156;RESPONSABLE COMMERCIAL ENTREPRISES ET INSTITUTIONS;05 34 44 53 02;nom_156.Prenom_156@bnpparibas.com;0;13150955;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
112068;M.;nom_157;Prenom_157;RESPONSABLE COMMERCIAL ENTREPRISES ET INSTITUTIONS;05 34 44 53 36;nom_157.Prenom_157@bnpparibas.com;0;13150955;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;ACTION COMMERCIALE ENTREPRISES CAF SUD-OUEST ENTREPRISES;02497Z98;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
116592;M.;nom_158;Prenom_158;RESPONSABLE COMMERCIAL ENTREPRISES ET INSTITUTIONS;05 34 44 53 51;nom_158.Prenom_158@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
d35626;M.;nom_159;Prenom_159;STAGIAIRE D'ETUDES;05 61 11 13 36;nom_159.Prenom_159@bnpparibas.com;0;13128055;106496;REGION OCCITANIE;8058000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;CENTRE D'AFFAIRES SUD-OUEST ENTREPRISES;2497000;8 CHEMIN DE LA TERRASSE 31400 TOULOUSE;cs;OUI
137509;M.;nom_160;Prenom_160;CHARGE AFFAIRES ENTREPRENEURS;04 68 90 36 64;nom_160.Prenom_160@bnpparibas.com;0;13309178;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ANIMATION COMMERCIALE TERRITOIRE AUDE;03250Z97;ANIMATION COMMERCIALE TERRITOIRE AUDE;03250Z97;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
280432;Mme;nom_161;Prenom_161;CONSEILLER SPECIALISE EPARGNE ET PREVOYANCE;04 68 90 36 85;nom_161.Prenom_161@bnpparibas.com;0;13309178;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ANIMATION COMMERCIALE TERRITOIRE AUDE;03250Z97;ANIMATION COMMERCIALE TERRITOIRE AUDE;03250Z97;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
130173;M.;nom_162;Prenom_162;CONSEILLER SPECIALISE IMMOBILIER;04 68 90 36 86;nom_162.Prenom_162@bnpparibas.com;1;13309178;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ANIMATION COMMERCIALE TERRITOIRE AUDE;03250Z97;ANIMATION COMMERCIALE TERRITOIRE AUDE;03250Z97;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
234133;M.;nom_163;Prenom_163;DIRECTEUR DE TERRITOIRE;04 68 47 73 01;nom_163.Prenom_163@bnpparibas.com;0;13309177;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;PILOTAGE TERRITOIRE AUDE;03250Z98;PILOTAGE TERRITOIRE AUDE;03250Z98;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
133231;M.;nom_164;Prenom_164;RESPONSABLE ANIMATION;04 68 47 73 07;nom_164.Prenom_164@bnpparibas.com;0;13309177;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;PILOTAGE TERRITOIRE AUDE;03250Z98;PILOTAGE TERRITOIRE AUDE;03250Z98;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
785858;M.;nom_165;Prenom_165;CONSEILLER SPECIALISE EPARGNE ET PREVOYANCE;-;nom_165.Prenom_165@bnpparibas.com;0;13309475;100242;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ANIMATION COMMERCIALE TERRITOIRE PARIS 12EME;03284Z97;ANIMATION COMMERCIALE TERRITOIRE PARIS 12EME;03284Z97;15 Place De la Nation 75011 PARIS 11;cs;OUI
a56719;M.;nom_166;Prenom_166;CONSEILLER SPECIALISE EPARGNE ET PREVOYANCE;-;nom_166.Prenom_166@bnpparibas.com;0;13309475;100242;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ANIMATION COMMERCIALE TERRITOIRE PARIS 12EME;03284Z97;ANIMATION COMMERCIALE TERRITOIRE PARIS 12EME;03284Z97;15 Place De la Nation 75011 PARIS 11;cs;OUI
290012;M.;nom_167;Prenom_167;DIRECTEUR DE TERRITOIRE;01 40 09 43 01;nom_167.Prenom_167@bnpparibas.com;0;13309474;100242;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;PILOTAGE TERRITOIRE PARIS 12EME;03284Z98;PILOTAGE TERRITOIRE PARIS 12EME;03284Z98;15 Place De la Nation 75011 PARIS 11;cs;OUI
138207;Mme;nom_168;Prenom_168;EXPERT CREDIT;-;nom_168.Prenom_168@bnpparibas.com;0;13309475;100242;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ANIMATION COMMERCIALE TERRITOIRE PARIS 12EME;03284Z97;ANIMATION COMMERCIALE TERRITOIRE PARIS 12EME;03284Z97;15 Place De la Nation 75011 PARIS 11;cs;OUI
324375;Mme;nom_169;Prenom_169;RESPONSABLE ANIMATION;01 40 09 43 04;nom_169.Prenom_169@bnpparibas.com;0;13309474;100242;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;PILOTAGE TERRITOIRE PARIS 12EME;03284Z98;PILOTAGE TERRITOIRE PARIS 12EME;03284Z98;15 Place De la Nation 75011 PARIS 11;cs;OUI
206538;Mme;nom_170;Prenom_170;RESPONSABLE PRO-TPE NIVEAU TERRITOIRE;01 40 09 43 03;nom_170.Prenom_170@bnpparibas.com;0;13309474;100242;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;PILOTAGE TERRITOIRE PARIS 12EME;03284Z98;PILOTAGE TERRITOIRE PARIS 12EME;03284Z98;15 Place De la Nation 75011 PARIS 11;cs;OUI
114565;Mme;nom_171;Prenom_171;DIRECTEUR DE TERRITOIRE;01 44 14 13 01;nom_171.Prenom_171@bnpparibas.com;0;13309662;100224;REGION PARIS;8054000;TERRITOIRE PARIS 16EME;3287000;PILOTAGE TERRITOIRE PARIS 16EME;03287Z98;PILOTAGE TERRITOIRE PARIS 16EME;03287Z98;51 AVENUE KLEBER 75016 PARIS 16;cs;OUI
437070;M.;nom_172;Prenom_172;EXPERT CREDIT;01 44 14 13 71;nom_172.Prenom_172@bnpparibas.com;0;13309663;100224;REGION PARIS;8054000;TERRITOIRE PARIS 16EME;3287000;ANIMATION COMMERCIALE TERRITOIRE PARIS 16EME;03287Z97;ANIMATION COMMERCIALE TERRITOIRE PARIS 16EME;03287Z97;51 AVENUE KLEBER 75016 PARIS 16;cs;OUI
137082;Mme;nom_173;Prenom_173;EXPERT CREDIT;01 44 14 13 51;nom_173.Prenom_173@bnpparibas.com;0;13309663;100224;REGION PARIS;8054000;TERRITOIRE PARIS 16EME;3287000;ANIMATION COMMERCIALE TERRITOIRE PARIS 16EME;03287Z97;ANIMATION COMMERCIALE TERRITOIRE PARIS 16EME;03287Z97;51 AVENUE KLEBER 75016 PARIS 16;cs;OUI
214547;Mme;nom_174;Prenom_174;RESPONSABLE ANIMATION;01 44 14 13 03;nom_174.Prenom_174@bnpparibas.com;0;13309662;100224;REGION PARIS;8054000;TERRITOIRE PARIS 16EME;3287000;PILOTAGE TERRITOIRE PARIS 16EME;03287Z98;PILOTAGE TERRITOIRE PARIS 16EME;03287Z98;51 AVENUE KLEBER 75016 PARIS 16;cs;OUI
343344;M.;nom_175;Prenom_175;RESPONSABLE PRO-TPE NIVEAU TERRITOIRE;01 53 67 34 06;nom_175.Prenom_175@bnpparibas.com;0;13309662;100224;REGION PARIS;8054000;TERRITOIRE PARIS 16EME;3287000;PILOTAGE TERRITOIRE PARIS 16EME;03287Z98;PILOTAGE TERRITOIRE PARIS 16EME;03287Z98;51 AVENUE KLEBER 75016 PARIS 16;cs;OUI
225102;Mme;nom_176;Prenom_176;CHARGE AFFAIRES ENTREPRENEURS;05 63 72 83 12;nom_176.Prenom_176@bnpparibas.com;0;13309348;100175;REGION OCCITANIE;8058000;TERRITOIRE TOULOUSE PAYS D'AUTAN;3261000;ANIMATION COMMERCIALE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z97;ANIMATION COMMERCIALE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z97;4 PLACE JEAN JAURES 81101 CASTRES CEDEX;cs;OUI
417803;Mme;nom_177;Prenom_177;CHARGE AFFAIRES ENTREPRENEURS;05 34 41 57 97;nom_177.Prenom_177@bnpparibas.com;0;13309348;119203;REGION OCCITANIE;8058000;TERRITOIRE TOULOUSE PAYS D'AUTAN;3261000;ANIMATION COMMERCIALE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z97;ANIMATION COMMERCIALE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z97;214 ROUTE de NARBONNE 31400 TOULOUSE;cs;OUI
